cancer,year,sex,race,stage,age,summary_interval,starting_count,net_relative,net_rel_cum_cis_lower,net_rel_cum_cis_upper
brain and other nervous system,2000-2017,male,black,early,<65,84 mo,239,45,37.9,51.9
brain and other nervous system,2000-2017,male,black,early,<65,96 mo,239,43.2,35.9,50.2
brain and other nervous system,2000-2017,male,black,early,<65,108 mo,239,39.4,32.1,46.7
brain and other nervous system,2000-2017,male,black,early,<65,120 mo,239,37.8,30.4,45.2
brain and other nervous system,2000-2017,male,black,early,>65,0 mo,52,100,NA,NA
brain and other nervous system,2000-2017,male,black,early,>65,12 mo,52,34.6,21.6,47.9
brain and other nervous system,2000-2017,male,black,early,>65,24 mo,52,14.6,6.1,26.5
brain and other nervous system,2000-2017,male,black,early,>65,36 mo,52,14.6,6.1,26.5
brain and other nervous system,2000-2017,male,black,early,>65,48 mo,52,8.6,1.8,22.2
brain and other nervous system,2000-2017,male,black,early,>65,60 mo,52,NA,NA,NA
brain and other nervous system,2000-2017,male,black,early,>65,72 mo,52,NA,NA,NA
brain and other nervous system,2000-2017,male,black,early,>65,84 mo,52,NA,NA,NA
brain and other nervous system,2000-2017,male,black,early,>65,96 mo,52,NA,NA,NA
brain and other nervous system,2000-2017,male,black,early,>65,108 mo,52,NA,NA,NA
brain and other nervous system,2000-2017,male,black,early,>65,120 mo,52,NA,NA,NA
brain and other nervous system,2000-2017,male,black,late,all ages,0 mo,66,100,NA,NA
brain and other nervous system,2000-2017,male,black,late,all ages,12 mo,66,55.3,42.4,66.5
brain and other nervous system,2000-2017,male,black,late,all ages,24 mo,66,37.3,25.6,49
brain and other nervous system,2000-2017,male,black,late,all ages,36 mo,66,34.1,22.6,45.9
brain and other nervous system,2000-2017,male,black,late,all ages,48 mo,66,28.9,18,40.7
brain and other nervous system,2000-2017,male,black,late,all ages,60 mo,66,23.4,13.4,35.1
brain and other nervous system,2000-2017,male,black,late,all ages,72 mo,66,17.7,9,28.9
brain and other nervous system,2000-2017,male,black,late,all ages,84 mo,66,15.9,7.6,26.9
brain and other nervous system,2000-2017,male,black,late,all ages,96 mo,66,13.6,5.8,24.6
brain and other nervous system,2000-2017,male,black,late,all ages,108 mo,66,13.6,5.8,24.6
brain and other nervous system,2000-2017,male,black,late,all ages,120 mo,66,13.6,5.8,24.6
brain and other nervous system,2000-2017,male,black,late,<65,0 mo,51,100,NA,NA
brain and other nervous system,2000-2017,male,black,late,<65,12 mo,51,65.4,50.4,76.8
brain and other nervous system,2000-2017,male,black,late,<65,24 mo,51,43.8,29.9,57
brain and other nervous system,2000-2017,male,black,late,<65,36 mo,51,39.8,26,53.1
brain and other nervous system,2000-2017,male,black,late,<65,48 mo,51,35.6,22.3,49.1
brain and other nervous system,2000-2017,male,black,late,<65,60 mo,51,28.9,16.5,42.4
brain and other nervous system,2000-2017,male,black,late,<65,72 mo,51,21.9,11,35
brain and other nervous system,2000-2017,male,black,late,<65,84 mo,51,19.6,9.4,32.6
brain and other nervous system,2000-2017,male,black,late,<65,96 mo,51,16.8,7.2,29.8
brain and other nervous system,2000-2017,male,black,late,<65,108 mo,51,16.8,7.2,29.8
brain and other nervous system,2000-2017,male,black,late,<65,120 mo,51,16.8,7.2,29.8
brain and other nervous system,2000-2017,male,black,late,>65,0 mo,15,NA,NA,NA
brain and other nervous system,2000-2017,male,black,late,>65,12 mo,15,NA,NA,NA
brain and other nervous system,2000-2017,male,black,late,>65,24 mo,15,NA,NA,NA
brain and other nervous system,2000-2017,male,black,late,>65,36 mo,15,NA,NA,NA
brain and other nervous system,2000-2017,male,black,late,>65,48 mo,15,NA,NA,NA
brain and other nervous system,2000-2017,male,black,late,>65,60 mo,15,NA,NA,NA
brain and other nervous system,2000-2017,male,black,late,>65,72 mo,15,NA,NA,NA
brain and other nervous system,2000-2017,male,black,late,>65,84 mo,15,NA,NA,NA
brain and other nervous system,2000-2017,male,black,late,>65,96 mo,15,NA,NA,NA
brain and other nervous system,2000-2017,male,black,late,>65,108 mo,15,NA,NA,NA
brain and other nervous system,2000-2017,male,black,late,>65,120 mo,15,NA,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,all ages,0 mo,52,100,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,all ages,12 mo,52,52.5,37.9,65.1
brain and other nervous system,2000-2017,male,black,unstaged,all ages,24 mo,52,42.8,29,56
brain and other nervous system,2000-2017,male,black,unstaged,all ages,36 mo,52,42.8,29,56
brain and other nervous system,2000-2017,male,black,unstaged,all ages,48 mo,52,40.9,26.9,54.5
brain and other nervous system,2000-2017,male,black,unstaged,all ages,60 mo,52,40.9,26.9,54.5
brain and other nervous system,2000-2017,male,black,unstaged,all ages,72 mo,52,40.9,26.9,54.5
brain and other nervous system,2000-2017,male,black,unstaged,all ages,84 mo,52,40.9,26.9,54.5
brain and other nervous system,2000-2017,male,black,unstaged,all ages,96 mo,52,40.9,26.9,54.5
brain and other nervous system,2000-2017,male,black,unstaged,all ages,108 mo,52,40.9,26.9,54.5
brain and other nervous system,2000-2017,male,black,unstaged,all ages,120 mo,52,40.9,26.9,54.5
brain and other nervous system,2000-2017,male,black,unstaged,<65,0 mo,38,100,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,<65,12 mo,38,63.6,46.1,76.8
brain and other nervous system,2000-2017,male,black,unstaged,<65,24 mo,38,53.2,36,67.7
brain and other nervous system,2000-2017,male,black,unstaged,<65,36 mo,38,53.2,36,67.7
brain and other nervous system,2000-2017,male,black,unstaged,<65,48 mo,38,50.4,32.9,65.5
brain and other nervous system,2000-2017,male,black,unstaged,<65,60 mo,38,50.4,32.9,65.5
brain and other nervous system,2000-2017,male,black,unstaged,<65,72 mo,38,50.4,32.9,65.5
brain and other nervous system,2000-2017,male,black,unstaged,<65,84 mo,38,50.4,32.9,65.5
brain and other nervous system,2000-2017,male,black,unstaged,<65,96 mo,38,50.4,32.9,65.5
brain and other nervous system,2000-2017,male,black,unstaged,<65,108 mo,38,50.4,32.9,65.5
brain and other nervous system,2000-2017,male,black,unstaged,<65,120 mo,38,50.4,32.9,65.5
brain and other nervous system,2000-2017,male,black,unstaged,>65,0 mo,14,NA,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,>65,12 mo,14,NA,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,>65,24 mo,14,NA,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,>65,36 mo,14,NA,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,>65,48 mo,14,NA,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,>65,60 mo,14,NA,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,>65,72 mo,14,NA,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,>65,84 mo,14,NA,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,>65,96 mo,14,NA,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,>65,108 mo,14,NA,NA,NA
brain and other nervous system,2000-2017,male,black,unstaged,>65,120 mo,14,NA,NA,NA
brain and other nervous system,2000-2017,male,all races,invasive,all ages,0 mo,7396,100,NA,NA
brain and other nervous system,2000-2017,male,all races,invasive,all ages,12 mo,7396,55.6,54.4,56.7
brain and other nervous system,2000-2017,male,all races,invasive,all ages,24 mo,7396,37,35.9,38.1
brain and other nervous system,2000-2017,male,all races,invasive,all ages,36 mo,7396,30.7,29.6,31.8
brain and other nervous system,2000-2017,male,all races,invasive,all ages,48 mo,7396,27.8,26.7,28.9
brain and other nervous system,2000-2017,male,all races,invasive,all ages,60 mo,7396,25.8,24.7,26.9
brain and other nervous system,2000-2017,male,all races,invasive,all ages,72 mo,7396,24.2,23.2,25.3
brain and other nervous system,2000-2017,male,all races,invasive,all ages,84 mo,7396,23.1,22,24.2
brain and other nervous system,2000-2017,male,all races,invasive,all ages,96 mo,7396,22.3,21.2,23.4
brain and other nervous system,2000-2017,male,all races,invasive,all ages,108 mo,7396,21.2,20.1,22.3
brain and other nervous system,2000-2017,male,all races,invasive,all ages,120 mo,7396,20.1,19,21.2
brain and other nervous system,2000-2017,male,all races,invasive,<65,0 mo,4693,100,NA,NA
brain and other nervous system,2000-2017,male,all races,invasive,<65,12 mo,4693,71.7,70.4,73
brain and other nervous system,2000-2017,male,all races,invasive,<65,24 mo,4693,51.3,49.8,52.7
brain and other nervous system,2000-2017,male,all races,invasive,<65,36 mo,4693,43.3,41.9,44.8
brain and other nervous system,2000-2017,male,all races,invasive,<65,48 mo,4693,39.8,38.4,41.3
brain and other nervous system,2000-2017,male,all races,invasive,<65,60 mo,4693,37.2,35.7,38.7
brain and other nervous system,2000-2017,male,all races,invasive,<65,72 mo,4693,35,33.6,36.5
brain and other nervous system,2000-2017,male,all races,invasive,<65,84 mo,4693,33.5,32.1,35
brain and other nervous system,2000-2017,male,all races,invasive,<65,96 mo,4693,32.3,30.8,33.8
brain and other nervous system,2000-2017,male,all races,invasive,<65,108 mo,4693,30.7,29.2,32.2
brain and other nervous system,2000-2017,male,all races,invasive,<65,120 mo,4693,29.5,27.9,31
brain and other nervous system,2000-2017,male,all races,invasive,>65,0 mo,2703,100,NA,NA
brain and other nervous system,2000-2017,male,all races,invasive,>65,12 mo,2703,27.6,25.9,29.4
brain and other nervous system,2000-2017,male,all races,invasive,>65,24 mo,2703,12.1,10.9,13.5
brain and other nervous system,2000-2017,male,all races,invasive,>65,36 mo,2703,8.5,7.3,9.7
brain and other nervous system,2000-2017,male,all races,invasive,>65,48 mo,2703,6.6,5.5,7.7
brain and other nervous system,2000-2017,male,all races,invasive,>65,60 mo,2703,5.6,4.6,6.7
brain and other nervous system,2000-2017,male,all races,invasive,>65,72 mo,2703,5.1,4.1,6.2
brain and other nervous system,2000-2017,male,all races,invasive,>65,84 mo,2703,4.5,3.5,5.6
brain and other nervous system,2000-2017,male,all races,invasive,>65,96 mo,2703,4.4,3.4,5.6
brain and other nervous system,2000-2017,male,all races,invasive,>65,108 mo,2703,4.1,3,5.3
brain and other nervous system,2000-2017,male,all races,invasive,>65,120 mo,2703,3.4,2.3,4.7
brain and other nervous system,2000-2017,male,all races,early,all ages,0 mo,5693,100,NA,NA
brain and other nervous system,2000-2017,male,all races,early,all ages,12 mo,5693,59.5,58.2,60.8
brain and other nervous system,2000-2017,male,all races,early,all ages,24 mo,5693,39.6,38.3,40.9
brain and other nervous system,2000-2017,male,all races,early,all ages,36 mo,5693,32.9,31.6,34.2
brain and other nervous system,2000-2017,male,all races,early,all ages,48 mo,5693,29.8,28.6,31.1
brain and other nervous system,2000-2017,male,all races,early,all ages,60 mo,5693,27.8,26.6,29.1
brain and other nervous system,2000-2017,male,all races,early,all ages,72 mo,5693,26.2,25,27.5
brain and other nervous system,2000-2017,male,all races,early,all ages,84 mo,5693,24.9,23.7,26.2
brain and other nervous system,2000-2017,male,all races,early,all ages,96 mo,5693,24,22.7,25.2
brain and other nervous system,2000-2017,male,all races,early,all ages,108 mo,5693,22.8,21.6,24.1
brain and other nervous system,2000-2017,male,all races,early,all ages,120 mo,5693,22,20.7,23.3
brain and other nervous system,2000-2017,male,all races,early,<65,0 mo,3675,100,NA,NA
brain and other nervous system,2000-2017,male,all races,early,<65,12 mo,3675,75.1,73.6,76.5
brain and other nervous system,2000-2017,male,all races,early,<65,24 mo,3675,53.9,52.2,55.5
brain and other nervous system,2000-2017,male,all races,early,<65,36 mo,3675,45.8,44.2,47.5
brain and other nervous system,2000-2017,male,all races,early,<65,48 mo,3675,42.2,40.5,43.8
brain and other nervous system,2000-2017,male,all races,early,<65,60 mo,3675,39.6,37.9,41.3
brain and other nervous system,2000-2017,male,all races,early,<65,72 mo,3675,37.5,35.8,39.2
brain and other nervous system,2000-2017,male,all races,early,<65,84 mo,3675,35.8,34.1,37.5
brain and other nervous system,2000-2017,male,all races,early,<65,96 mo,3675,34.5,32.8,36.2
brain and other nervous system,2000-2017,male,all races,early,<65,108 mo,3675,32.7,31,34.4
brain and other nervous system,2000-2017,male,all races,early,<65,120 mo,3675,31.6,29.8,33.3
brain and other nervous system,2000-2017,male,all races,early,>65,0 mo,2018,100,NA,NA
brain and other nervous system,2000-2017,male,all races,early,>65,12 mo,2018,31.1,29,33.1
brain and other nervous system,2000-2017,male,all races,early,>65,24 mo,2018,13.4,11.9,15
brain and other nervous system,2000-2017,male,all races,early,>65,36 mo,2018,9,7.7,10.5
brain and other nervous system,2000-2017,male,all races,early,>65,48 mo,2018,6.9,5.7,8.3
brain and other nervous system,2000-2017,male,all races,early,>65,60 mo,2018,5.8,4.6,7.1
brain and other nervous system,2000-2017,male,all races,early,>65,72 mo,2018,5.2,4,6.5
brain and other nervous system,2000-2017,male,all races,early,>65,84 mo,2018,4.4,3.3,5.7
brain and other nervous system,2000-2017,male,all races,early,>65,96 mo,2018,4.1,3,5.5
brain and other nervous system,2000-2017,male,all races,early,>65,108 mo,2018,4.1,3,5.5
brain and other nervous system,2000-2017,male,all races,early,>65,120 mo,2018,3.9,2.7,5.4
brain and other nervous system,2000-2017,male,all races,late,all ages,0 mo,1065,100,NA,NA
brain and other nervous system,2000-2017,male,all races,late,all ages,12 mo,1065,39.8,36.8,42.8
brain and other nervous system,2000-2017,male,all races,late,all ages,24 mo,1065,25.2,22.5,27.9
brain and other nervous system,2000-2017,male,all races,late,all ages,36 mo,1065,19.4,17,21.9
brain and other nervous system,2000-2017,male,all races,late,all ages,48 mo,1065,16.7,14.4,19.2
brain and other nervous system,2000-2017,male,all races,late,all ages,60 mo,1065,14.5,12.3,16.9
brain and other nervous system,2000-2017,male,all races,late,all ages,72 mo,1065,12.8,10.7,15.1
brain and other nervous system,2000-2017,male,all races,late,all ages,84 mo,1065,12.3,10.2,14.6
brain and other nervous system,2000-2017,male,all races,late,all ages,96 mo,1065,11.5,9.5,13.8
brain and other nervous system,2000-2017,male,all races,late,all ages,108 mo,1065,11,8.9,13.2
brain and other nervous system,2000-2017,male,all races,late,all ages,120 mo,1065,10.2,8.2,12.5
brain and other nervous system,2000-2017,male,all races,late,<65,0 mo,663,100,NA,NA
brain and other nervous system,2000-2017,male,all races,late,<65,12 mo,663,54.7,50.8,58.5
brain and other nervous system,2000-2017,male,all races,late,<65,24 mo,663,36.6,32.9,40.3
brain and other nervous system,2000-2017,male,all races,late,<65,36 mo,663,28.5,25,32.1
brain and other nervous system,2000-2017,male,all races,late,<65,48 mo,663,24.8,21.4,28.3
brain and other nervous system,2000-2017,male,all races,late,<65,60 mo,663,21.5,18.3,24.9
brain and other nervous system,2000-2017,male,all races,late,<65,72 mo,663,19,15.9,22.4
brain and other nervous system,2000-2017,male,all races,late,<65,84 mo,663,18.2,15.1,21.5
brain and other nervous system,2000-2017,male,all races,late,<65,96 mo,663,17,14,20.3
brain and other nervous system,2000-2017,male,all races,late,<65,108 mo,663,16.1,13,19.4
brain and other nervous system,2000-2017,male,all races,late,<65,120 mo,663,15.2,12.2,18.6
brain and other nervous system,2000-2017,male,all races,late,>65,0 mo,402,100,NA,NA
brain and other nervous system,2000-2017,male,all races,late,>65,12 mo,402,15.2,11.8,19
brain and other nervous system,2000-2017,male,all races,late,>65,24 mo,402,6.3,4.1,9.1
brain and other nervous system,2000-2017,male,all races,late,>65,36 mo,402,4.3,2.4,6.9
brain and other nervous system,2000-2017,male,all races,late,>65,48 mo,402,3.3,1.6,5.9
brain and other nervous system,2000-2017,male,all races,late,>65,60 mo,402,2.7,1.1,5.3
brain and other nervous system,2000-2017,male,all races,late,>65,72 mo,402,2.3,0.9,5
brain and other nervous system,2000-2017,male,all races,late,>65,84 mo,402,2.3,0.9,5
brain and other nervous system,2000-2017,male,all races,late,>65,96 mo,402,2.3,0.9,5
brain and other nervous system,2000-2017,male,all races,late,>65,108 mo,402,2.3,0.9,5
brain and other nervous system,2000-2017,male,all races,late,>65,120 mo,402,1.9,0.5,4.9
brain and other nervous system,2000-2017,male,all races,unstaged,all ages,0 mo,638,100,NA,NA
brain and other nervous system,2000-2017,male,all races,unstaged,all ages,12 mo,638,47.3,43.3,51.2
brain and other nervous system,2000-2017,male,all races,unstaged,all ages,24 mo,638,34.1,30.3,37.9
brain and other nervous system,2000-2017,male,all races,unstaged,all ages,36 mo,638,30,26.3,33.9
brain and other nervous system,2000-2017,male,all races,unstaged,all ages,48 mo,638,28.8,25,32.6
brain and other nervous system,2000-2017,male,all races,unstaged,all ages,60 mo,638,27.3,23.6,31.2
brain and other nervous system,2000-2017,male,all races,unstaged,all ages,72 mo,638,26.1,22.3,30
brain and other nervous system,2000-2017,male,all races,unstaged,all ages,84 mo,638,25.5,21.7,29.4
brain and other nervous system,2000-2017,male,all races,unstaged,all ages,96 mo,638,25.2,21.3,29.2
brain and other nervous system,2000-2017,male,all races,unstaged,all ages,108 mo,638,23.7,19.7,27.8
brain and other nervous system,2000-2017,male,all races,unstaged,all ages,120 mo,638,20.9,16.9,25.2
brain and other nervous system,2000-2017,male,all races,unstaged,<65,0 mo,355,100,NA,NA
brain and other nervous system,2000-2017,male,all races,unstaged,<65,12 mo,355,68.2,63.1,72.9
brain and other nervous system,2000-2017,male,all races,unstaged,<65,24 mo,355,52,46.5,57.2
brain and other nervous system,2000-2017,male,all races,unstaged,<65,36 mo,355,45.5,40,50.9
brain and other nervous system,2000-2017,male,all races,unstaged,<65,48 mo,355,44.6,39,50
brain and other nervous system,2000-2017,male,all races,unstaged,<65,60 mo,355,42.5,36.9,48
brain and other nervous system,2000-2017,male,all races,unstaged,<65,72 mo,355,40.4,34.7,45.9
brain and other nervous system,2000-2017,male,all races,unstaged,<65,84 mo,355,39.4,33.7,45
brain and other nervous system,2000-2017,male,all races,unstaged,<65,96 mo,355,38.8,33.1,44.4
brain and other nervous system,2000-2017,male,all races,unstaged,<65,108 mo,355,38,32.3,43.8
brain and other nervous system,2000-2017,male,all races,unstaged,<65,120 mo,355,35.3,29.4,41.2
brain and other nervous system,2000-2017,male,all races,unstaged,>65,0 mo,283,100,NA,NA
brain and other nervous system,2000-2017,male,all races,unstaged,>65,12 mo,283,21,16.3,26
brain and other nervous system,2000-2017,male,all races,unstaged,>65,24 mo,283,11.6,8,16
brain and other nervous system,2000-2017,male,all races,unstaged,>65,36 mo,283,10.6,7,15
brain and other nervous system,2000-2017,male,all races,unstaged,>65,48 mo,283,8.9,5.6,13.3
brain and other nervous system,2000-2017,male,all races,unstaged,>65,60 mo,283,8.1,4.8,12.4
brain and other nervous system,2000-2017,male,all races,unstaged,>65,72 mo,283,8,4.6,12.6
brain and other nervous system,2000-2017,male,all races,unstaged,>65,84 mo,283,7.9,4.4,12.7
brain and other nervous system,2000-2017,male,all races,unstaged,>65,96 mo,283,7.9,4.4,12.7
brain and other nervous system,2000-2017,male,all races,unstaged,>65,108 mo,283,5.8,2.6,10.9
brain and other nervous system,2000-2017,male,all races,unstaged,>65,120 mo,283,3.5,1,8.4
brain and other nervous system,2000-2017,female,white,invasive,all ages,0 mo,5740,100,NA,NA
brain and other nervous system,2000-2017,female,white,invasive,all ages,12 mo,5740,50.9,49.6,52.2
brain and other nervous system,2000-2017,female,white,invasive,all ages,24 mo,5740,36.5,35.2,37.8
brain and other nervous system,2000-2017,female,white,invasive,all ages,36 mo,5740,30.4,29.2,31.7
brain and other nervous system,2000-2017,female,white,invasive,all ages,48 mo,5740,27.3,26.1,28.5
brain and other nervous system,2000-2017,female,white,invasive,all ages,60 mo,5740,25.6,24.4,26.8
brain and other nervous system,2000-2017,female,white,invasive,all ages,72 mo,5740,24,22.8,25.2
brain and other nervous system,2000-2017,female,white,invasive,all ages,84 mo,5740,23,21.8,24.2
brain and other nervous system,2000-2017,female,white,invasive,all ages,96 mo,5740,21.9,20.7,23.1
brain and other nervous system,2000-2017,female,white,invasive,all ages,108 mo,5740,21.1,19.9,22.4
brain and other nervous system,2000-2017,female,white,invasive,all ages,120 mo,5740,20.2,19,21.5
brain and other nervous system,2000-2017,female,white,invasive,<65,0 mo,3067,100,NA,NA
brain and other nervous system,2000-2017,female,white,invasive,<65,12 mo,3067,74,72.4,75.5
brain and other nervous system,2000-2017,female,white,invasive,<65,24 mo,3067,56.7,54.9,58.5
brain and other nervous system,2000-2017,female,white,invasive,<65,36 mo,3067,48.6,46.8,50.4
brain and other nervous system,2000-2017,female,white,invasive,<65,48 mo,3067,44,42.2,45.8
brain and other nervous system,2000-2017,female,white,invasive,<65,60 mo,3067,41.5,39.6,43.3
brain and other nervous system,2000-2017,female,white,invasive,<65,72 mo,3067,39,37.2,40.9
brain and other nervous system,2000-2017,female,white,invasive,<65,84 mo,3067,37.6,35.8,39.5
brain and other nervous system,2000-2017,female,white,invasive,<65,96 mo,3067,35.9,34.1,37.8
brain and other nervous system,2000-2017,female,white,invasive,<65,108 mo,3067,34.8,32.9,36.7
brain and other nervous system,2000-2017,female,white,invasive,<65,120 mo,3067,33.6,31.7,35.5
brain and other nervous system,2000-2017,female,white,invasive,>65,0 mo,2673,100,NA,NA
brain and other nervous system,2000-2017,female,white,invasive,>65,12 mo,2673,24.4,22.8,26.1
brain and other nervous system,2000-2017,female,white,invasive,>65,24 mo,2673,13.2,11.9,14.6
brain and other nervous system,2000-2017,female,white,invasive,>65,36 mo,2673,9.5,8.3,10.7
brain and other nervous system,2000-2017,female,white,invasive,>65,48 mo,2673,8.2,7.1,9.4
brain and other nervous system,2000-2017,female,white,invasive,>65,60 mo,2673,7.3,6.2,8.5
brain and other nervous system,2000-2017,female,white,invasive,>65,72 mo,2673,6.7,5.6,7.9
brain and other nervous system,2000-2017,female,white,invasive,>65,84 mo,2673,6.3,5.2,7.5
brain and other nervous system,2000-2017,female,white,invasive,>65,96 mo,2673,5.7,4.6,7
brain and other nervous system,2000-2017,female,white,invasive,>65,108 mo,2673,5.3,4.2,6.6
brain and other nervous system,2000-2017,female,white,invasive,>65,120 mo,2673,4.9,3.8,6.2
brain and other nervous system,2000-2017,female,white,early,all ages,0 mo,4273,100,NA,NA
brain and other nervous system,2000-2017,female,white,early,all ages,12 mo,4273,55.3,53.8,56.8
brain and other nervous system,2000-2017,female,white,early,all ages,24 mo,4273,39.5,38,41
brain and other nervous system,2000-2017,female,white,early,all ages,36 mo,4273,33.2,31.8,34.7
brain and other nervous system,2000-2017,female,white,early,all ages,48 mo,4273,29.9,28.4,31.3
brain and other nervous system,2000-2017,female,white,early,all ages,60 mo,4273,27.9,26.4,29.3
brain and other nervous system,2000-2017,female,white,early,all ages,72 mo,4273,26.1,24.7,27.5
brain and other nervous system,2000-2017,female,white,early,all ages,84 mo,4273,25.1,23.7,26.6
brain and other nervous system,2000-2017,female,white,early,all ages,96 mo,4273,23.8,22.4,25.2
brain and other nervous system,2000-2017,female,white,early,all ages,108 mo,4273,22.9,21.5,24.4
brain and other nervous system,2000-2017,female,white,early,all ages,120 mo,4273,21.8,20.4,23.3
brain and other nervous system,2000-2017,female,white,early,<65,0 mo,2404,100,NA,NA
brain and other nervous system,2000-2017,female,white,early,<65,12 mo,2404,77.5,75.7,79.1
brain and other nervous system,2000-2017,female,white,early,<65,24 mo,2404,59.7,57.7,61.7
brain and other nervous system,2000-2017,female,white,early,<65,36 mo,2404,51.5,49.4,53.5
brain and other nervous system,2000-2017,female,white,early,<65,48 mo,2404,46.6,44.5,48.6
brain and other nervous system,2000-2017,female,white,early,<65,60 mo,2404,43.9,41.8,46
brain and other nervous system,2000-2017,female,white,early,<65,72 mo,2404,41.2,39.1,43.3
brain and other nervous system,2000-2017,female,white,early,<65,84 mo,2404,39.8,37.7,41.9
brain and other nervous system,2000-2017,female,white,early,<65,96 mo,2404,37.9,35.8,40
brain and other nervous system,2000-2017,female,white,early,<65,108 mo,2404,36.7,34.6,38.9
brain and other nervous system,2000-2017,female,white,early,<65,120 mo,2404,35.2,33.1,37.4
brain and other nervous system,2000-2017,female,white,early,>65,0 mo,1869,100,NA,NA
brain and other nervous system,2000-2017,female,white,early,>65,12 mo,1869,26.8,24.7,28.8
brain and other nervous system,2000-2017,female,white,early,>65,24 mo,1869,13.5,12,15.2
brain and other nervous system,2000-2017,female,white,early,>65,36 mo,1869,9.7,8.3,11.2
brain and other nervous system,2000-2017,female,white,early,>65,48 mo,1869,8.4,7,9.8
brain and other nervous system,2000-2017,female,white,early,>65,60 mo,1869,7.1,5.9,8.6
brain and other nervous system,2000-2017,female,white,early,>65,72 mo,1869,6.6,5.4,8.1
brain and other nervous system,2000-2017,female,white,early,>65,84 mo,1869,6.2,4.9,7.6
brain and other nervous system,2000-2017,female,white,early,>65,96 mo,1869,5.6,4.3,7.1
brain and other nervous system,2000-2017,female,white,early,>65,108 mo,1869,5,3.8,6.6
brain and other nervous system,2000-2017,female,white,early,>65,120 mo,1869,4.5,3.2,6.2
brain and other nervous system,2000-2017,female,white,late,all ages,0 mo,823,100,NA,NA
brain and other nervous system,2000-2017,female,white,late,all ages,12 mo,823,38.2,34.9,41.6
brain and other nervous system,2000-2017,female,white,late,all ages,24 mo,823,25.9,22.9,29
brain and other nervous system,2000-2017,female,white,late,all ages,36 mo,823,19.8,17.1,22.7
brain and other nervous system,2000-2017,female,white,late,all ages,48 mo,823,16.9,14.3,19.7
brain and other nervous system,2000-2017,female,white,late,all ages,60 mo,823,15.6,13.1,18.3
brain and other nervous system,2000-2017,female,white,late,all ages,72 mo,823,14,11.5,16.7
brain and other nervous system,2000-2017,female,white,late,all ages,84 mo,823,13.1,10.7,15.8
brain and other nervous system,2000-2017,female,white,late,all ages,96 mo,823,12.1,9.7,14.8
brain and other nervous system,2000-2017,female,white,late,all ages,108 mo,823,11.1,8.7,13.7
brain and other nervous system,2000-2017,female,white,late,all ages,120 mo,823,10.6,8.3,13.3
brain and other nervous system,2000-2017,female,white,late,<65,0 mo,432,100,NA,NA
brain and other nervous system,2000-2017,female,white,late,<65,12 mo,432,56.4,51.6,61
brain and other nervous system,2000-2017,female,white,late,<65,24 mo,432,39.9,35.2,44.5
brain and other nervous system,2000-2017,female,white,late,<65,36 mo,432,31.1,26.7,35.6
brain and other nervous system,2000-2017,female,white,late,<65,48 mo,432,26.7,22.4,31.1
brain and other nervous system,2000-2017,female,white,late,<65,60 mo,432,24.7,20.6,29.1
brain and other nervous system,2000-2017,female,white,late,<65,72 mo,432,23,18.9,27.3
brain and other nervous system,2000-2017,female,white,late,<65,84 mo,432,21.3,17.3,25.6
brain and other nervous system,2000-2017,female,white,late,<65,96 mo,432,19.9,15.9,24.2
brain and other nervous system,2000-2017,female,white,late,<65,108 mo,432,18,14.1,22.3
brain and other nervous system,2000-2017,female,white,late,<65,120 mo,432,17.6,13.7,21.9
brain and other nervous system,2000-2017,female,white,late,>65,0 mo,391,100,NA,NA
brain and other nervous system,2000-2017,female,white,late,>65,12 mo,391,18.1,14.4,22.2
brain and other nervous system,2000-2017,female,white,late,>65,24 mo,391,10.5,7.7,13.9
brain and other nervous system,2000-2017,female,white,late,>65,36 mo,391,7.3,4.9,10.4
brain and other nervous system,2000-2017,female,white,late,>65,48 mo,391,6.2,3.9,9.1
brain and other nervous system,2000-2017,female,white,late,>65,60 mo,391,5.5,3.4,8.5
brain and other nervous system,2000-2017,female,white,late,>65,72 mo,391,3.9,2,6.7
brain and other nervous system,2000-2017,female,white,late,>65,84 mo,391,3.9,2,6.7
brain and other nervous system,2000-2017,female,white,late,>65,96 mo,391,3.3,1.4,6.5
brain and other nervous system,2000-2017,female,white,late,>65,108 mo,391,3.3,1.4,6.5
brain and other nervous system,2000-2017,female,white,late,>65,120 mo,391,2.7,0.9,6.1
brain and other nervous system,2000-2017,female,white,unstaged,all ages,0 mo,644,100,NA,NA
brain and other nervous system,2000-2017,female,white,unstaged,all ages,12 mo,644,37.8,34,41.6
brain and other nervous system,2000-2017,female,white,unstaged,all ages,24 mo,644,29.9,26.2,33.6
